user_id,first_name,last_name,email,signup_date,country,city,postal_code,age,gender,loyalty_tier
U000097,Michelle,Boyd,bschneider@example.org,2025-06-19,Lesotho,Simmonsville,64761,51,Male,None
U000098,Scott,Lam,charlene12@example.com,2025-05-02,Nigeria,Oscarhaven,39153,32,Other,None
U000099,Catherine,Garcia,farrelldebra@example.net,2024-11-06,Saint Helena,South Shannon,30450,72,Prefer not to say,Silver
U000100,Maria,Ross,edwardslarry@example.com,2024-10-10,Holy See (Vatican City State),Lake Sandra,09300,30,Male,Gold
U000101,Christopher,Reynolds,lisa80@example.net,2024-03-03,Zimbabwe,Elizabethchester,46847,35,Male,Gold
U000102,Shelley,Henderson,schmittcaroline@example.com,2025-08-20,Bosnia and Herzegovina,East Diane,29893,34,Prefer not to say,None
U000103,Michael,Hawkins,farmeraudrey@example.com,2025-08-02,Tanzania,New Sarahview,04295,55,Other,Gold
U000104,Jacqueline,Parker,michael22@example.net,2024-05-03,Palestinian Territory,Jonestown,12527,21,Other,None
U000105,Jason,Barnes,eric45@example.net,2025-05-25,Nepal,North Ericton,88839,47,Male,None
U000106,Scott,Coleman,nperry@example.net,2024-02-25,Brazil,Russellport,89396,68,Female,Gold
U000107,Tommy,Estrada,walkertracey@example.org,2025-04-09,Albania,West Sierra,18488,46,Female,Platinum
U000108,Keith,Wilson,lburgess@example.org,2025-06-06,Hong Kong,New Angelica,88063,38,Prefer not to say,None
U000109,Charles,Hensley,grahamsteve@example.org,2025-07-05,Tokelau,Barbarashire,53509,58,Prefer not to say,Gold
U000110,Robert,Wilson,burchgeorge@example.net,2025-04-30,Kuwait,Christopherville,32392,47,Other,None
U000111,Richard,Miller,julie35@example.org,2024-10-25,Belarus,New Williamstad,46520,29,Prefer not to say,Gold
U000112,Lori,Briggs,curtisscott@example.org,2025-05-12,Netherlands,Port Katherine,10377,76,Female,None
U000113,Kendra,Snyder,kmaldonado@example.net,2024-05-01,North Macedonia,Michellemouth,20287,74,Other,None
U000114,Taylor,Welch,brittany58@example.org,2024-10-27,Georgia,Hayeston,48832,45,Female,None
U000115,Chase,Lin,gilbertwilliam@example.com,2025-07-22,Mozambique,South Reginashire,85938,40,Prefer not to say,None
U000116,Cassidy,Mason,hayeslisa@example.com,2024-05-08,Rwanda,New Debbieton,32973,24,Other,None
U000117,Vickie,Warren,michaelhardin@example.com,2025-04-29,Ireland,Erikaton,83192,67,Other,Gold
U000118,Cameron,Davis,umitchell@example.net,2025-03-18,United States of America,West Christopher,87481,30,Other,None
U000119,Michael,Ponce,tanderson@example.org,2024-04-06,Georgia,Schneidermouth,17251,49,Male,None
U000120,Maria,Rodgers,lucasrodney@example.com,2025-04-03,Andorra,Kyleborough,45292,71,Other,Silver
U000121,Tom,Perez,ericphillips@example.org,2025-10-10,Madagascar,Lake Matthewberg,78783,56,Prefer not to say,Silver
U000122,Francis,Guerra,jenniferwilliams@example.com,2024-09-14,Philippines,South Cheryl,99118,30,Prefer not to say,Gold
U000123,Shane,Ferguson,tammy73@example.com,2025-05-26,Philippines,Murrayport,50553,40,Other,None
U000124,Robert,Martin,laurietaylor@example.com,2024-12-09,Austria,Sawyerside,13947,71,Male,Silver
U000125,Zachary,Martinez,hinesjoshua@example.net,2025-05-01,Cameroon,Davisbury,59631,41,Other,None
U000126,Sarah,Perry,pshaw@example.com,2025-08-28,Belgium,Jeffreymouth,13488,58,Other,Silver
U000127,Debra,Moody,benjaminlowery@example.com,2025-07-27,Qatar,Port Janice,59300,31,Other,Silver
U000128,Rebecca,Smith,marydunn@example.net,2025-02-24,New Caledonia,Rodriguezport,31648,68,Other,None
U000129,Brandon,Barnes,fbrown@example.net,2024-07-24,Mauritania,Lake Zacharybury,94682,53,Female,None
U000130,Ruben,Mendez,ashleylopez@example.net,2024-04-08,Belize,Carloshaven,71814,64,Female,Silver
U000131,Vanessa,Spencer,cmarks@example.net,2024-12-13,Iceland,Jontown,47306,54,Prefer not to say,Silver
U000132,Michael,Quinn,ingramjill@example.com,2025-06-23,Burkina Faso,West Amyburgh,90243,16,Other,None
U000133,Heather,Welch,bryanparsons@example.com,2024-11-13,Argentina,Jamesborough,05993,71,Other,None
U000134,Kyle,Sanders,wking@example.net,2024-08-03,Comoros,Michaelton,86449,72,Female,Silver
U000135,David,Richardson,ypaul@example.com,2024-08-15,Colombia,Holtstad,68563,37,Male,None
U000136,Christopher,Coleman,lmorrison@example.net,2024-07-01,French Polynesia,Curtismouth,87129,58,Male,Gold
U000137,Sean,Robbins,hannahbell@example.org,2024-07-21,Saint Lucia,Christinachester,36487,46,Other,None
U000138,Lacey,Brown,zcox@example.net,2025-03-13,Philippines,North Douglas,80136,41,Female,None
U000139,Samuel,Martinez,kimberlydiaz@example.com,2025-04-08,Zambia,New Ericmouth,49124,47,Prefer not to say,Silver
U000140,Kathryn,Berry,raymond43@example.org,2024-09-11,Anguilla,South April,74120,25,Prefer not to say,None
U000141,Kimberly,Padilla,wendymitchell@example.com,2024-03-21,Cook Islands,East Melissamouth,23131,40,Prefer not to say,None
U000142,Sean,Miller,elizabeth18@example.net,2025-09-06,French Guiana,Melissaburgh,47882,47,Female,Silver
U000143,David,Harris,joelsnyder@example.com,2024-12-13,Micronesia,Tannerside,17510,16,Male,Silver
U000144,Christopher,Parker,xfox@example.com,2025-02-22,Swaziland,East Teresaland,59480,44,Female,Gold
U000145,Zachary,Anderson,katrinaanderson@example.net,2024-11-14,United States Minor Outlying Islands,Port Davidberg,40363,75,Male,Silver
U000146,Marcus,Fletcher,stacey84@example.org,2024-04-22,El Salvador,Lake Stephanie,36473,31,Prefer not to say,None
U000147,Kevin,Ferguson,brittanycarpenter@example.org,2024-03-26,Palestinian Territory,Meganshire,05900,75,Other,Platinum
U000148,Anthony,Williams,debra96@example.net,2025-07-18,Northern Mariana Islands,South Pamelaside,38468,72,Prefer not to say,Gold
U000149,Kevin,Sanchez,eevans@example.net,2025-03-15,Bahamas,South Robert,61376,73,Female,Silver
U000150,Catherine,Edwards,jessica56@example.org,2024-05-19,Senegal,Zacharyville,42328,76,Prefer not to say,None
U000151,David,Cole,colinroberts@example.com,2024-06-14,Tonga,Wrightburgh,43418,47,Other,Silver
U000152,Jennifer,Lee,tyronerobertson@example.com,2025-09-30,Turkmenistan,Tylerland,52044,78,Female,None
U000153,Tammy,Lewis,brandon47@example.net,2024-12-11,Turkmenistan,Mitchelltown,14590,25,Other,None
U000154,Nicole,Luna,zdiaz@example.org,2024-10-21,Montenegro,West Angela,10138,58,Other,Gold
U000155,Shannon,Pierce,andersoncolin@example.com,2024-09-21,South Africa,Angelastad,99455,26,Female,None
U000156,Carrie,Morales,williamsderrick@example.com,2024-04-08,Spain,Stoneberg,79964,65,Female,Silver
U000157,Donald,Velazquez,francisco94@example.net,2025-09-02,Guadeloupe,Ericksonport,62746,24,Prefer not to say,None
U000158,Micheal,Nunez,ysilva@example.net,2025-07-11,Tunisia,New Thomasshire,76212,75,Prefer not to say,None
U000159,Brett,Castillo,rhernandez@example.org,2024-06-04,Antigua and Barbuda,East Andrewmouth,55391,69,Prefer not to say,Gold
U000160,Hannah,Jenkins,vsalas@example.net,2024-04-13,Bahamas,New Jared,43105,18,Prefer not to say,None
U000161,Timothy,Bennett,stevepatel@example.net,2025-11-13,Guinea,Chelseaborough,32812,61,Other,Silver
U000162,Kenneth,David,kellie37@example.com,2024-07-09,Lesotho,Annview,38222,69,Female,None
U000163,Erica,James,xcardenas@example.org,2024-03-24,French Guiana,West Stephanieland,45899,50,Prefer not to say,None
U000164,Diana,Burgess,jamesryan@example.net,2025-09-24,Qatar,Derrickshire,31864,65,Other,Silver
U000165,Elizabeth,Schmidt,briangutierrez@example.net,2024-06-14,Latvia,Lake Kellitown,72636,67,Female,Gold
U000166,Eric,Delgado,mwoods@example.com,2025-10-30,Gibraltar,Debbieland,85999,32,Male,Gold
U000167,Amanda,Sharp,gentrygregory@example.org,2025-01-27,Vietnam,Port Randyfort,24921,19,Male,Silver
U000168,Suzanne,Howe,smithashley@example.org,2025-10-02,Vanuatu,Justinside,69224,33,Prefer not to say,None
U000169,Sheena,Rosales,znelson@example.org,2024-12-03,Greenland,Lake Stephen,34221,49,Prefer not to say,None
U000170,Alexis,Rogers,ashley32@example.net,2025-05-06,Togo,Wilcoxhaven,43483,74,Other,None
U000171,Elizabeth,Lopez,thomasboyle@example.org,2024-02-29,Eritrea,Youngview,43705,64,Other,Silver
U000172,Jennifer,Smith,heather01@example.com,2024-07-25,Gambia,South Gina,92717,69,Other,Gold
U000173,Hannah,Fowler,michael33@example.org,2025-06-10,Lesotho,South Julie,79896,76,Male,Silver
U000174,Jacqueline,Durham,kathleenbecker@example.net,2024-09-12,Tunisia,New Seanstad,10738,22,Other,None
U000175,Daniel,Poole,ashleyhernandez@example.com,2025-09-19,Timor-Leste,Wilsonborough,94468,24,Male,Silver
U000176,Christopher,Dixon,chavezwilliam@example.com,2025-02-02,Mongolia,New Stevenport,95302,47,Female,Gold
U000177,Jonathan,Smith,bethwilliams@example.com,2024-01-15,Reunion,New Virginialand,62376,35,Female,None
U000178,Robert,Mack,ybrooks@example.com,2024-01-22,Trinidad and Tobago,Bennettside,17932,30,Female,None
U000179,Michael,White,urice@example.org,2025-03-23,Syrian Arab Republic,Port Andrewport,61187,48,Other,None
U000180,Amy,Patel,johnreed@example.com,2025-04-05,Comoros,North Lisachester,81100,30,Female,Platinum
U000181,Nicole,Smith,carloswheeler@example.com,2025-06-07,Netherlands Antilles,East Joyfurt,58036,29,Male,Gold
U000182,Jeff,Shields,taylorvictoria@example.org,2024-06-09,Suriname,Barbaramouth,31552,64,Prefer not to say,Gold
U000183,Douglas,Keller,roberthill@example.net,2024-07-25,Yemen,Lake Erika,73357,41,Male,Silver
U000184,Teresa,David,ufloyd@example.net,2024-12-05,Israel,Hernandezfurt,24602,47,Male,Silver
U000185,Thomas,Atkinson,meredith27@example.org,2025-05-31,Monaco,Faulknerside,69968,54,Male,Silver
U000186,John,Harris,nielsenmelanie@example.org,2024-04-01,Mauritania,North Joseph,88800,21,Other,Silver
U000187,Benjamin,Jones,timothybooth@example.com,2025-02-17,Gabon,East Sharonville,98395,63,Male,Silver
U000188,Timothy,Sanchez,randyallen@example.com,2025-11-14,Singapore,Oscarside,85530,59,Male,Gold
U000189,Jose,Hunt,zowens@example.net,2024-09-02,Latvia,Robinstad,41516,78,Male,None
U000190,Anna,Walker,allentran@example.net,2024-10-10,Mozambique,Phillipsborough,43737,62,Prefer not to say,Silver
U000191,Ashley,Sanchez,jonathan77@example.com,2024-06-06,Chile,Garyside,64505,71,Female,Silver
U000192,Pamela,Mooney,warrenmary@example.org,2024-05-05,Western Sahara,Port Adamberg,83168,50,Prefer not to say,None
U000193,Jasmine,Smith,nbrooks@example.net,2024-06-07,Papua New Guinea,Hopkinstown,01367,50,Other,Gold
U000194,Robert,Smith,amanda40@example.net,2024-12-30,Suriname,Drakeburgh,14527,27,Other,Gold
U000195,Alice,Allen,lisa46@example.org,2025-09-19,Holy See (Vatican City State),Stevensbury,91889,47,Prefer not to say,Silver
U000196,Gabriella,Abbott,davisnicholas@example.net,2024-06-03,Lebanon,Lake Albertburgh,11338,64,Other,None
U000197,Ryan,Mueller,jacobsonsamantha@example.org,2024-12-07,Croatia,Nelsonland,90210,57,Female,None
U000198,Rachel,Elliott,whitemelissa@example.org,2025-09-25,Cote d'Ivoire,Port Lori,52706,61,Other,None
U000199,Kevin,Elliott,irhodes@example.com,2025-09-27,Hungary,Port Vanessa,95418,51,Male,Silver
U000200,Julie,Reed,kimmary@example.com,2024-02-23,Netherlands,Novakmouth,04384,40,Male,None
U000201,Kristen,Hayes,michaelpugh@example.com,2025-03-09,Colombia,Millerport,32803,68,Prefer not to say,Silver
U000202,Christopher,Moore,jodistewart@example.org,2025-05-02,Bermuda,West Seanview,13900,46,Prefer not to say,Silver
U000203,Jacob,Cole,fgarcia@example.com,2024-03-31,Micronesia,New Carlymouth,50994,78,Prefer not to say,Silver
U000204,Robert,Maxwell,ashleyjackson@example.com,2024-01-09,Chile,West Kevin,65135,27,Other,None
U000205,Gary,Hill,todd15@example.com,2024-04-09,Western Sahara,Lake Colleen,78332,47,Other,Silver
U000206,Stephen,Taylor,rushmartin@example.net,2025-02-25,Hong Kong,Scottchester,85833,63,Prefer not to say,Silver
U000207,Derek,Flores,timothythompson@example.com,2025-10-28,Ghana,Jessicafort,75982,60,Prefer not to say,Platinum
U000208,Mark,Ramirez,kdiaz@example.org,2025-06-18,Nauru,Lake Katrina,04028,58,Other,Silver
U000209,Steven,Erickson,ssalinas@example.org,2025-10-13,Svalbard & Jan Mayen Islands,Chambersberg,83513,50,Other,None
U000210,Johnny,Moore,emccormick@example.com,2024-07-26,Netherlands Antilles,Aguilarside,66903,31,Female,None
U000211,Molly,Barnes,gibbsmichael@example.net,2025-09-23,Nepal,North Kaylastad,22303,39,Female,None
U000212,Bradley,Terrell,vrasmussen@example.com,2025-03-18,Botswana,North Jonathanhaven,98392,77,Other,Silver
U000213,Beverly,Johnston,dbrooks@example.net,2024-12-20,Namibia,West Whitney,63778,52,Male,Gold
U000214,Robert,Nixon,guerrajessica@example.com,2024-03-12,Georgia,Stanleyborough,68804,53,Female,None
U000215,Thomas,Kim,tflores@example.org,2024-11-26,Sudan,North Melindaville,89255,54,Male,Silver
U000216,Sarah,Yang,andrearivera@example.com,2025-07-01,Kyrgyz Republic,Port Richard,24677,32,Other,None
U000217,Diane,Foster,shannonjordan@example.org,2024-05-07,Romania,East Joshua,92744,22,Other,Silver
U000218,Bryan,Garcia,michaelgonzalez@example.org,2025-07-07,Estonia,Rosemouth,78747,32,Prefer not to say,None
U000219,Philip,Wilson,megan92@example.net,2024-09-22,Romania,Samanthashire,11609,17,Other,None
U000220,Lawrence,Allen,whiteheather@example.net,2025-04-04,Iceland,Carlsonshire,50794,72,Other,None
U000221,Tommy,Medina,angelaburns@example.org,2024-10-16,Colombia,Meganton,47560,22,Other,Gold
U000222,Todd,Lee,gmaynard@example.net,2025-10-13,Lithuania,Cohenchester,93580,77,Male,Gold
U000223,Tracy,Miller,flynnjeffrey@example.org,2025-07-28,Falkland Islands (Malvinas),New Keith,60443,67,Prefer not to say,None
U000224,Kendra,Simpson,armstrongjoseph@example.net,2025-01-21,Swaziland,Amberton,94739,22,Female,None
U000225,Jeffery,Coleman,kennethkidd@example.com,2024-10-28,Estonia,Michelleland,58050,54,Male,Platinum
U000226,David,Cain,lisamatthews@example.com,2025-08-14,Tokelau,Martinberg,27583,31,Prefer not to say,Silver
U000227,Linda,Hudson,candice25@example.net,2025-07-10,French Guiana,Ashleyhaven,89538,44,Prefer not to say,None
U000228,Derek,Brady,rsellers@example.net,2025-07-11,Brunei Darussalam,East Dustin,42718,72,Other,Gold
U000229,Kathleen,Lowe,othomas@example.com,2025-07-20,Niue,Brooksland,83551,70,Other,Silver
U000230,Kayla,Powell,heather57@example.com,2025-06-27,Greece,Port Kimland,96305,23,Male,Gold
U000231,Cynthia,Terry,flynnraymond@example.com,2025-10-26,Sweden,South Joseph,37672,42,Female,None
U000232,Becky,Knight,rkramer@example.org,2024-08-19,Aruba,Lake Kristenmouth,02635,26,Female,None
U000233,Mia,Alexander,braunronald@example.net,2024-03-25,United States of America,Lake Kevin,36417,25,Female,None
U000234,Michael,Miller,brettgarrett@example.net,2024-03-04,Reunion,South Diana,92736,73,Prefer not to say,None
U000235,Jason,Miller,aprilwallace@example.org,2024-03-06,Qatar,Lisachester,91469,45,Other,Silver
U000236,Chad,Reyes,garciamichael@example.com,2024-03-31,Burundi,Ayalaberg,84593,74,Male,Silver
U000237,Douglas,Moreno,bishopfrank@example.com,2025-11-10,Saint Helena,Lake Kaitlin,54464,49,Female,None
U000238,Scott,Robinson,taylordavid@example.net,2025-02-25,Hungary,Sylviamouth,18828,44,Female,Gold
U000239,Deanna,Wright,kimberly04@example.org,2024-06-18,Maldives,Lake Peter,85195,34,Male,None
U000240,Rachael,Blevins,pcruz@example.com,2024-02-07,Northern Mariana Islands,New Pamelatown,47830,55,Other,None
U000241,David,Valencia,rdiaz@example.org,2025-09-30,Serbia,Bestland,02688,75,Other,Silver
U000242,Alexander,Lewis,fryraymond@example.com,2025-02-05,Niue,Hendersonfurt,11304,50,Prefer not to say,None
U000243,Amanda,Hernandez,collinswilliam@example.org,2025-03-14,Sri Lanka,New Mark,77366,21,Prefer not to say,Silver
U000244,Mary,Becker,collinssamuel@example.org,2025-03-09,Azerbaijan,North Sandy,15703,48,Male,None
U000245,Chelsea,Parker,davidzimmerman@example.net,2024-11-06,Algeria,South Stephanie,69052,18,Other,Silver
U000246,Lynn,Green,david41@example.org,2024-12-19,Grenada,Nelsonland,34966,38,Prefer not to say,Silver
U000247,Barbara,Jones,ddixon@example.com,2025-05-02,Togo,West Eric,13988,72,Other,None
U000248,Emily,Wilson,williamsmichelle@example.org,2025-09-03,Aruba,Coxberg,23957,71,Prefer not to say,Platinum
